,path,file_name,file_size_Mb,last_access,last_modified,created_on
20190722-Ki67-N3-HER2shC-shY-p8-Day5,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY,20190722-Ki67-N3-HER2shC-shY-p8-Day5,0.0,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well1_AM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well1_AM-Day1.png,665.609,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well2_AM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well2_AM-Day1.png,650.846,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well3_AM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well3_AM-Day1.png,691.047,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well7_GM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well7_GM-Day1.png,709.793,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well8_GM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well8_GM-Day1.png,750.8,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well9_GM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well9_GM-Day1.png,751.777,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well10_GM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well10_GM-Day1.png,741.479,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well11_GM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well11_GM-Day1.png,720.084,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well12_GM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well12_GM-Day1.png,687.229,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well4_AM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well4_AM-Day1.png,748.741,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well5_AM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well5_AM-Day1.png,672.191,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well6_AM-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190722_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well6_AM-Day1.png,681.67,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well1_AM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well1_AM-Day2.png,1099.098,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well2_AM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well2_AM-Day2.png,1036.165,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well3_AM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well3_AM-Day2.png,933.182,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well7_GM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well7_GM-Day2.png,944.611,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well8-GM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well8-GM-Day2.png,925.347,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well9-GM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well9-GM-Day2.png,921.84,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well10-GM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well10-GM-Day2.png,821.765,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well11-GM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well11-GM-Day2.png,909.242,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well12-GM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well12-GM-Day2.png,822.085,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well4_AM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well4_AM-Day2.png,832.937,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well5_AM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well5_AM-Day2.png,796.416,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well6_AM-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190723_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well6_AM-Day2.png,823.188,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well1_AM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well1_AM-Day3.png,2099.392,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well2_AM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well2_AM-Day3.png,2057.438,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well3_AM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well3_AM-Day3.png,2057.758,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well7_GM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well7_GM-Day3.png,1552.133,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well8_GM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well8_GM-Day3.png,1390.218,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well9_GM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well9_GM-Day3.png,1361.428,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well10_GM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well10_GM-Day3.png,1128.799,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well11_GM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well11_GM-Day3.png,1310.828,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well12_GM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well12_GM-Day3.png,1338.835,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well4_AM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well4_AM-Day3.png,1952.451,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well5_AM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well5_AM-Day3.png,1844.065,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well6_AM-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190724_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well6_AM-Day3.png,1705.322,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well1_AM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well1_AM-Day4.png,1327.548,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well2_AM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well2_AM-Day4.png,1307.894,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well3_AM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well3_AM-Day4.png,1268.414,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well7_GM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well7_GM-Day4.png,1673.339,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well8_GM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well8_GM-Day4.png,1839.277,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well9_GM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well9_GM-Day4.png,1718.241,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well10_GM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well10_GM-Day4.png,1340.677,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well11_GM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well11_GM-Day4.png,1751.814,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well12_GM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well12_GM-Day4.png,2118.907,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well4_AM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well4_AM-Day4.png,1283.522,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well5_AM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well5_AM-Day4.png,937.893,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well6_AM-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190725_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well6_AM-Day4.png,1130.654,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well1_AM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well1_AM-Day5.png,1237.479,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well2_AM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well2_AM-Day5.png,1295.173,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well3_AM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well3_AM-Day5.png,1270.215,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well7_GM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well7_GM-Day5.png,1932.106,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well8_GM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well8_GM-Day5.png,2053.326,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well9_GM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shC-p8_well9_GM-Day5.png,1964.408,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well10_GM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well10_GM-Day5.png,1591.109,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well11_GM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well11_GM-Day5.png,1576.97,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well12_GM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well12_GM-Day5.png,1346.018,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well4_AM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well4_AM-Day5.png,1321.539,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well5_AM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well5_AM-Day5.png,1251.198,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well6_AM-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta_Colour-Repimages_N3_ki67_20190722-20190726,20190726_Ki67_N3_MCF10A-GFP_HER2_shY-p8_well6_AM-Day5.png,1287.129,30 Jul 2019,22 Sep 2020,21 Sep 2020
Normalization template WST- D1 to 5.xlsx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST,Normalization template WST- D1 to 5.xlsx,22.454,05 Jun 2019,21 Sep 2020,21 Sep 2020
SB-ANALYSIS_ALL WST.xlsx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST,SB-ANALYSIS_ALL WST.xlsx,50.236,24 Jul 2019,21 Sep 2020,21 Sep 2020
SB-WST- N1 N2 N3-HER2shC-shY-RS cells.pptx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST,SB-WST- N1 N2 N3-HER2shC-shY-RS cells.pptx,98.979,17 Jul 2019,21 Sep 2020,21 Sep 2020
WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11,E:\mk_lab_data\SHRUTI\Cell proliferation-WST,WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
WST-N1-HER2-ShCont-ShYAP-GM-AM-p6,E:\mk_lab_data\SHRUTI\Cell proliferation-WST,WST-N1-HER2-ShCont-ShYAP-GM-AM-p6,0.0,21 Sep 2020,26 Sep 2020,21 Sep 2020
WST-N2-HER2-ShCont-ShYAP-GM-AM-p10,E:\mk_lab_data\SHRUTI\Cell proliferation-WST,WST-N2-HER2-ShCont-ShYAP-GM-AM-p10,0.0,21 Sep 2020,26 Sep 2020,21 Sep 2020
WST-N3-HER2-ShCont-ShYAP-GM-AM-p12,E:\mk_lab_data\SHRUTI\Cell proliferation-WST,WST-N3-HER2-ShCont-ShYAP-GM-AM-p12,0.0,21 Sep 2020,26 Sep 2020,21 Sep 2020
WST-N4-HER2-ShCont-ShYAP-AM-GM-p9,E:\mk_lab_data\SHRUTI\Cell proliferation-WST,WST-N4-HER2-ShCont-ShYAP-AM-GM-p9,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
WST-N5-HER2-ShCont-ShYAP-AM-GM-p8,E:\mk_lab_data\SHRUTI\Cell proliferation-WST,WST-N5-HER2-ShCont-ShYAP-AM-GM-p8,0.0,21 Sep 2020,26 Sep 2020,21 Sep 2020
Raw data,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11,Raw data,8.192,21 Sep 2020,26 Sep 2020,21 Sep 2020
ShrutiEVOS_WST_ARcells_20190612.pdf,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11,ShrutiEVOS_WST_ARcells_20190612.pdf,601.98,12 Jun 2019,21 Sep 2020,21 Sep 2020
Shruti_blank normalized-Analysis_WST-20190530-20190603-ShCont-ShYAP-AM-GM.xlsx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11,Shruti_blank normalized-Analysis_WST-20190530-20190603-ShCont-ShYAP-AM-GM.xlsx,32.345,17 Jul 2019,21 Sep 2020,21 Sep 2020
Shruti_not blank normalized-Analysis_WST-20190530-20190603-HER2-ShCont-ShYAP-AM-GM.xlsx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11,Shruti_not blank normalized-Analysis_WST-20190530-20190603-HER2-ShCont-ShYAP-AM-GM.xlsx,34.423,11 Jun 2019,21 Sep 2020,21 Sep 2020
Shruti_WST_compiled analysis_20190530-20190603-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11 ARcells.pptx,E:\mk_lab_data\SHRUTI\Cell proliferation-WST\WST- AR cell lines-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11,Shruti_WST_compiled analysis_20190530-20190603-MCF10A-shControl-p4MCF10A-shYAP-p5MCF10A-GFP-HER2-shControl-shYAP-p11 ARcells.pptx,data_not_available,data_not_available,data_not_available,data_not_available
